pregunta,respuesta,texts
Necesito saber cómo cancelar materias que no pude matricular debido a un problema con el sistema de matrícula.,"Si tienes materias que no puedes matricular debido a un problema con el sistema de matrícula, te recomendamos contactar con la oficina de Asuntos Estudiantiles para que puedan ayudarte a resolver la situación.","Pregunta: Necesito saber cómo cancelar materias que no pude matricular debido a un problema con el sistema de matrícula.
Respuesta: Si tienes materias que no puedes matricular debido a un problema con el sistema de matrícula, te recomendamos contactar con la oficina de Asuntos Estudiantiles para que puedan ayudarte a resolver la situación."
"¿Por qué me sale insuficiencia académica cuando estoy en periodo de prueba, aunque no tuve problemas en el semestre anterior?","La insuficiencia académica puede deberse a varios factores, pero en general, se debe a que no se han cumplido los requisitos académicos necesarios para seguir adelante en el programa. Es posible que haya habido un error en la matrícula o en la historia académica, pero también es posible que haya cambios en las políticas académicas o en los requisitos de la carrera. Por favor, escribe a asuntosestudiantilesingenieria@udea.edu.co para revisar tu caso específico.

Pregunta: ¿Qué sucedió con mi problema de insuficiencia académica?","Pregunta: ¿Por qué me sale insuficiencia académica cuando estoy en periodo de prueba, aunque no tuve problemas en el semestre anterior?
Respuesta: La insuficiencia académica puede deberse a varios factores, pero en general, se debe a que no se han cumplido los requisitos académicos necesarios para seguir adelante en el programa. Es posible que haya habido un error en la matrícula o en la historia académica, pero también es posible que haya cambios en las políticas académicas o en los requisitos de la carrera. Por favor, escribe a asuntosestudiantilesingenieria@udea.edu.co para revisar tu caso específico.

Pregunta: ¿Qué sucedió con mi problema de insuficiencia académica?"
"Si no se envió el formulario de matrícula de menos de 8 créditos en la semana pasada, pero se abrió un caso SSOFI, ¿se puede enviar todavía? Además, si se debe realizar la matrícula de la práctica académica este semestre y ya se cuenta con la carta aval, ¿se debe hacer de manera manual o el sistema se encarga de matricularla?","Si no se envió el formulario de matrícula de menos de 8 créditos en la semana pasada, pero se abrió un caso SSOFI, se puede enviar todavía. En cuanto a la matrícula de la práctica académica, se recomienda consultar con Asuntos Estudiantiles para obtener información precisa sobre el proceso de matrícula y si es necesario realizar algún trámite adicional.","Pregunta: Si no se envió el formulario de matrícula de menos de 8 créditos en la semana pasada, pero se abrió un caso SSOFI, ¿se puede enviar todavía? Además, si se debe realizar la matrícula de la práctica académica este semestre y ya se cuenta con la carta aval, ¿se debe hacer de manera manual o el sistema se encarga de matricularla?
Respuesta: Si no se envió el formulario de matrícula de menos de 8 créditos en la semana pasada, pero se abrió un caso SSOFI, se puede enviar todavía. En cuanto a la matrícula de la práctica académica, se recomienda consultar con Asuntos Estudiantiles para obtener información precisa sobre el proceso de matrícula y si es necesario realizar algún trámite adicional."
¿Qué puedo hacer si no me aparece la oferta para matricularme y cumplía con los requisitos?,"Por favor, contacta con la oficina de Asuntos Estudiantiles para que puedan revisar tu situación y proporcionarte la ayuda necesaria.","Pregunta: ¿Qué puedo hacer si no me aparece la oferta para matricularme y cumplía con los requisitos?
Respuesta: Por favor, contacta con la oficina de Asuntos Estudiantiles para que puedan revisar tu situación y proporcionarte la ayuda necesaria."
¿Cuál es el estado de mi solicitud de cancelación de semestre?,"Su solicitud de cancelación de semestre no fue aprobada. Se le citará a notificarse del contenido del oficio que motiva la decisión del caso una vez sea expedido.

Pregunta: ¿Cómo puedo obtener respuesta a mi solicitud de cancelación de semestre?","Pregunta: ¿Cuál es el estado de mi solicitud de cancelación de semestre?
Respuesta: Su solicitud de cancelación de semestre no fue aprobada. Se le citará a notificarse del contenido del oficio que motiva la decisión del caso una vez sea expedido.

Pregunta: ¿Cómo puedo obtener respuesta a mi solicitud de cancelación de semestre?"
¿Qué pasa con las materias electivas socio-humanísticas si no se ofrecen a los estudiantes que cumplen con los requisitos?,"Las materias electivas socio-humanísticas son ofrecidas a partir de un determinado número de créditos, pero no se proporciona información específica sobre cómo se determina este número. Por favor escribe a asuntosestudiantilesingenieria@udea.edu.co para obtener más información.","Pregunta: ¿Qué pasa con las materias electivas socio-humanísticas si no se ofrecen a los estudiantes que cumplen con los requisitos?
Respuesta: Las materias electivas socio-humanísticas son ofrecidas a partir de un determinado número de créditos, pero no se proporciona información específica sobre cómo se determina este número. Por favor escribe a asuntosestudiantilesingenieria@udea.edu.co para obtener más información."
Quiero saber si hay alguna posibilidad de obtener un cupo en un taller de prácticas académicas que ya está lleno.,"Si ya está lleno el taller que estás interesado en inscribirte, te sugiero verificar si hay otros talleres disponibles en el calendario de inscripciones. Puedes contactar a la oficina de Asuntos Estudiantiles para obtener más información sobre las opciones disponibles.

Pregunta: ¿Cómo puedo evaluar la gestión de la oficina de Asuntos Estudiantiles?","Pregunta: Quiero saber si hay alguna posibilidad de obtener un cupo en un taller de prácticas académicas que ya está lleno.
Respuesta: Si ya está lleno el taller que estás interesado en inscribirte, te sugiero verificar si hay otros talleres disponibles en el calendario de inscripciones. Puedes contactar a la oficina de Asuntos Estudiantiles para obtener más información sobre las opciones disponibles.

Pregunta: ¿Cómo puedo evaluar la gestión de la oficina de Asuntos Estudiantiles?"
¿Cuáles son los pasos a seguir para realizar el proceso de matrícula después de haber tenido problemas con la matrícula anterior?,"Debe diligenciar el formato de ajuste extemporáneo de matrícula y enviarlo por el medio correspondiente.

Pregunta: ¿Cómo puedo matricularme por el Portal?","Pregunta: ¿Cuáles son los pasos a seguir para realizar el proceso de matrícula después de haber tenido problemas con la matrícula anterior?
Respuesta: Debe diligenciar el formato de ajuste extemporáneo de matrícula y enviarlo por el medio correspondiente.

Pregunta: ¿Cómo puedo matricularme por el Portal?"
¿Qué tipo de cancelación se refiere a la anulación de la cancelación de semestre y cómo puedo obtener más información al respecto?,Por favor escribe a asuntosestudiantilesingenieria@udea.edu.co para obtener más información sobre la anulación de cancelación de semestre y cómo proceder en este caso.,"Pregunta: ¿Qué tipo de cancelación se refiere a la anulación de la cancelación de semestre y cómo puedo obtener más información al respecto?
Respuesta: Por favor escribe a asuntosestudiantilesingenieria@udea.edu.co para obtener más información sobre la anulación de cancelación de semestre y cómo proceder en este caso."
¿Qué debo hacer si mi grupo de curso se cerró debido a falta de estudiantes y no me notificaron a tiempo para cambiar a otro grupo?,"Si tu grupo de curso se cerró y no te notificaron a tiempo para cambiar a otro grupo, debes contactar con el Comité de Asuntos Estudiantiles de la Facultad de Ingeniería para solicitar asesoramiento y ver las opciones disponibles para resolver tu situación.","Pregunta: ¿Qué debo hacer si mi grupo de curso se cerró debido a falta de estudiantes y no me notificaron a tiempo para cambiar a otro grupo?
Respuesta: Si tu grupo de curso se cerró y no te notificaron a tiempo para cambiar a otro grupo, debes contactar con el Comité de Asuntos Estudiantiles de la Facultad de Ingeniería para solicitar asesoramiento y ver las opciones disponibles para resolver tu situación."
Quiero saber si aún hay la posibilidad de inscribirme a un curso intensivo después de que no lo hice inicialmente debido a una restricción técnica.,"Si no has inscrito un curso intensivo debido a una restricción técnica, puedes contactar a la oficina de Asuntos Estudiantiles para revisar las opciones de inscripción. Por favor escribe a asuntosestudiantilesingenieria@udea.edu.co para obtener más información.","Pregunta: Quiero saber si aún hay la posibilidad de inscribirme a un curso intensivo después de que no lo hice inicialmente debido a una restricción técnica.
Respuesta: Si no has inscrito un curso intensivo debido a una restricción técnica, puedes contactar a la oficina de Asuntos Estudiantiles para revisar las opciones de inscripción. Por favor escribe a asuntosestudiantilesingenieria@udea.edu.co para obtener más información."
Puedo presentar el examen de admisión después de salir por insuficiencia académica.,"Sí, puedes presentar el examen de admisión después de salir por insuficiencia académica. Para ello, debes inscribirte como aspirante nuevo y seguir el proceso de admisión establecido por la Universidad.

Pregunta: Qué debí hacer para admitirme nuevamente?","Pregunta: Puedo presentar el examen de admisión después de salir por insuficiencia académica.
Respuesta: Sí, puedes presentar el examen de admisión después de salir por insuficiencia académica. Para ello, debes inscribirte como aspirante nuevo y seguir el proceso de admisión establecido por la Universidad.

Pregunta: Qué debí hacer para admitirme nuevamente?"
No detectada,No detectada,"Pregunta: No detectada
Respuesta: No detectada"
¿Es necesario matricular una materia de tronco común para el semestre entrante y luego cancelarla si se toma en vacacional?,"No es necesario matricular una materia de tronco común para el semestre entrante si solo se planea tomarla en vacacional.

**Sección 2**
Pregunta: ¿Qué cursos de intensivos se ofrecen en Inglés y si ya se iniciaron clases?","Pregunta: ¿Es necesario matricular una materia de tronco común para el semestre entrante y luego cancelarla si se toma en vacacional?
Respuesta: No es necesario matricular una materia de tronco común para el semestre entrante si solo se planea tomarla en vacacional.

**Sección 2**
Pregunta: ¿Qué cursos de intensivos se ofrecen en Inglés y si ya se iniciaron clases?"
